performance_id,student_id,course_id,semester,attendance_score,participation_score,homework_score,behavior_score,total_performance_score,teacher_comments,learning_attitude,discipline
4553,414,10,第一学期,75.0,93.9,90.9,79.6,84.8,学习态度认真，成绩稳步提升。,一般,良好
4554,414,13,第二学期,90.7,54.5,93.1,73.4,77.9,需要提高作业质量。,较差,优秀
4555,415,1,第一学期,87.3,92.6,58.8,98.2,84.2,作业完成认真，值得表扬。,较差,良好
4556,415,2,第二学期,88.9,38.7,63.9,60.1,62.9,需要提高作业质量。,一般,优秀
4557,415,3,第一学期,83.5,37.8,75.9,87.5,71.2,需要提高作业质量。,优秀,优秀
4558,415,4,第一学期,77.4,,75.1,89.3,76.6,课堂纪律良好，表现稳定。,较差,优秀
4559,415,5,第一学期,83.0,86.8,83.0,87.7,85.1,作业完成认真，值得表扬。,良好,一般
4560,415,6,第二学期,90.3,69.0,,96.9,78.1,学习态度认真，成绩稳步提升。,一般,良好
4561,415,7,第二学期,76.5,32.9,77.5,96.9,71.0,学习态度认真，成绩稳步提升。,一般,良好
4562,415,8,第一学期,84.2,35.7,91.6,95.2,76.7,课堂表现良好，积极参与讨论。,一般,一般
4563,415,9,第一学期,78.9,,82.7,91.9,79.8,学习进步明显，继续努力。,优秀,优秀
4564,415,10,第一学期,73.3,57.5,59.8,90.5,70.3,学习态度认真，成绩稳步提升。,较差,优秀
4565,415,13,第一学期,70.3,78.9,98.7,96.0,86.0,,一般,一般
4566,416,1,第一学期,81.4,53.9,85.8,97.3,79.6,作业完成认真，值得表扬。,优秀,优秀
4567,416,2,第二学期,83.0,51.1,98.5,69.4,75.5,课堂纪律良好，表现稳定。,一般,优秀
4568,416,3,第一学期,86.1,72.1,85.6,71.9,78.9,作业完成认真，值得表扬。,良好,优秀
4569,416,4,第二学期,71.2,,88.5,65.5,67.5,学习态度认真，成绩稳步提升。,良好,良好
4570,416,5,第一学期,72.5,59.9,63.7,86.8,70.7,需要加强课堂参与度。,良好,优秀
4571,416,6,第二学期,78.6,95.4,89.0,65.6,82.2,作业完成认真，值得表扬。,较差,优秀
4572,416,7,第二学期,76.1,62.1,67.8,96.4,75.6,学习进步明显，继续努力。,一般,优秀
4573,416,8,第二学期,86.1,72.7,78.9,93.8,82.9,需要提高作业质量。,优秀,优秀
4574,416,9,第二学期,83.3,49.1,63.4,86.4,70.6,课堂表现良好，积极参与讨论。,一般,优秀
4575,416,10,第二学期,80.4,99.6,64.9,96.4,85.3,需要加强课堂参与度。,较差,一般
4576,416,13,第一学期,89.9,88.8,,72.1,87.3,需要提高作业质量。,良好,优秀
4577,417,1,第二学期,92.0,56.7,64.0,72.8,71.4,,较差,一般
4578,417,2,第二学期,81.3,73.3,62.9,81.0,74.6,学习进步明显，继续努力。,良好,优秀
4579,417,3,第一学期,84.7,73.9,95.3,93.8,86.9,需要提高作业质量。,优秀,一般
4580,417,4,第一学期,89.9,56.7,86.7,84.9,79.6,作业完成认真，值得表扬。,较差,优秀
4581,417,5,第一学期,83.3,35.4,,75.6,67.2,,优秀,优秀
4582,417,6,第二学期,72.3,56.7,68.2,61.4,64.6,课堂发言积极，思维活跃。,良好,优秀
4583,417,7,第一学期,78.7,,95.0,86.6,83.9,作业完成认真，值得表扬。,良好,一般
4584,417,8,第一学期,75.4,31.2,64.2,73.1,61.0,学习进步明显，继续努力。,一般,良好
4585,417,9,第二学期,70.3,94.6,72.2,98.4,83.9,需要提高作业质量。,一般,优秀
4586,417,10,第一学期,92.2,92.5,67.4,86.5,84.7,需要加强课堂参与度。,较差,优秀
4587,417,13,第一学期,90.4,89.4,90.0,89.8,89.9,,良好,良好
4588,418,1,第一学期,94.4,,52.1,63.3,67.8,课堂发言积极，思维活跃。,良好,优秀
4589,418,2,第二学期,82.8,93.3,67.8,75.8,79.9,需要提高作业质量。,优秀,优秀
4590,418,3,第一学期,72.2,85.6,98.3,95.4,87.9,课堂表现良好，积极参与讨论。,较差,优秀
4591,418,4,第二学期,90.4,36.6,79.0,69.5,68.9,课堂表现良好，积极参与讨论。,较差,一般
4592,418,5,第一学期,76.9,34.3,73.8,82.3,66.8,课堂纪律良好，表现稳定。,良好,良好
4593,418,6,第二学期,92.4,67.5,70.6,90.3,80.2,,良好,良好
4594,418,7,第二学期,83.6,,80.6,91.4,74.8,课堂表现良好，积极参与讨论。,良好,一般
4595,418,8,第二学期,94.1,30.1,,83.2,69.8,作业完成认真，值得表扬。,一般,一般
4596,418,9,第二学期,90.2,,68.3,78.1,67.8,课堂发言积极，思维活跃。,较差,良好
4597,418,10,第一学期,73.1,84.6,68.9,99.1,81.4,课堂纪律良好，表现稳定。,优秀,优秀
4598,418,13,第一学期,99.5,73.6,64.5,89.9,81.9,作业完成认真，值得表扬。,优秀,优秀
4599,419,1,第二学期,90.5,39.1,75.5,90.2,73.8,需要加强课堂参与度。,较差,良好
4600,419,2,第二学期,79.4,,90.8,78.5,71.2,课堂表现良好，积极参与讨论。,良好,优秀
4601,419,3,第二学期,96.1,80.6,83.8,97.8,89.6,学习进步明显，继续努力。,一般,一般
4602,419,4,第二学期,98.3,92.8,,61.5,83.2,作业完成认真，值得表扬。,一般,良好
4603,419,5,第二学期,85.2,32.0,59.9,71.7,62.2,学习进步明显，继续努力。,较差,一般
4604,419,6,第一学期,90.0,41.1,81.7,61.1,68.5,学习态度认真，成绩稳步提升。,一般,优秀
4605,419,7,第一学期,73.4,96.9,61.1,63.2,73.7,作业完成认真，值得表扬。,较差,良好
4606,419,8,第一学期,76.0,77.8,86.7,79.2,79.9,课堂发言积极，思维活跃。,良好,一般
4607,419,9,第一学期,90.1,62.0,91.3,89.0,83.1,作业完成认真，值得表扬。,一般,一般
4608,419,10,第二学期,75.2,93.1,50.6,74.6,73.4,需要提高作业质量。,较差,优秀
4609,419,13,第一学期,92.8,39.7,59.0,77.0,67.1,学习进步明显，继续努力。,良好,良好
4610,420,1,第一学期,81.5,35.4,64.8,69.4,62.8,需要加强课堂参与度。,一般,良好
4611,420,2,第二学期,72.8,,89.3,93.5,86.4,需要加强课堂参与度。,良好,优秀
4612,420,3,第一学期,81.8,51.3,80.2,78.0,72.8,作业完成认真，值得表扬。,较差,优秀
4613,420,4,第二学期,96.3,95.9,76.3,98.0,91.6,需要提高作业质量。,一般,优秀
4614,420,5,第一学期,99.4,62.9,61.7,90.2,78.5,作业完成认真，值得表扬。,良好,优秀
4615,420,6,第二学期,79.8,47.2,94.6,78.6,75.0,课堂纪律良好，表现稳定。,良好,良好
4616,420,7,第一学期,96.6,32.1,90.7,76.1,73.9,需要提高作业质量。,良好,优秀
4617,420,8,第二学期,86.7,88.8,82.6,74.8,83.2,课堂纪律良好，表现稳定。,较差,优秀
4618,420,9,第一学期,96.6,76.1,87.2,71.2,82.8,,一般,优秀
4619,420,10,第二学期,94.0,74.6,69.2,99.9,84.4,课堂发言积极，思维活跃。,一般,一般
4620,420,13,第一学期,92.3,,76.1,67.8,67.4,课堂表现良好，积极参与讨论。,良好,良好
4621,421,1,第二学期,98.8,86.5,75.7,71.2,83.0,课堂纪律良好，表现稳定。,较差,一般
4622,421,2,第一学期,85.8,51.6,93.5,73.2,76.0,作业完成认真，值得表扬。,优秀,优秀
4623,421,3,第二学期,83.5,46.0,76.1,81.7,71.8,学习进步明显，继续努力。,一般,优秀
4624,421,4,第一学期,89.0,38.5,87.2,61.2,69.0,,良好,优秀
4625,421,5,第二学期,92.2,60.2,53.4,83.4,72.3,作业完成认真，值得表扬。,较差,良好
4626,421,6,第一学期,83.3,,80.8,98.8,87.6,作业完成认真，值得表扬。,较差,良好
4627,421,7,第一学期,88.4,58.1,,98.4,83.0,需要提高作业质量。,良好,一般
4628,421,8,第一学期,95.6,,53.2,79.2,80.2,课堂发言积极，思维活跃。,优秀,优秀
4629,421,9,第一学期,88.8,76.1,64.6,70.7,75.0,需要加强课堂参与度。,优秀,优秀
4630,421,10,第二学期,97.0,42.9,67.8,65.8,68.4,需要提高作业质量。,良好,优秀
4631,421,13,第二学期,96.1,63.2,90.4,81.3,82.8,需要加强课堂参与度。,较差,一般
4632,422,1,第一学期,72.6,68.4,60.7,73.5,68.8,需要加强课堂参与度。,良好,良好
4633,422,2,第二学期,76.5,65.8,63.0,95.9,75.3,作业完成认真，值得表扬。,一般,优秀
4634,422,3,第一学期,90.3,75.9,57.7,74.6,74.6,课堂发言积极，思维活跃。,一般,一般
4635,422,4,第一学期,70.5,44.3,68.6,82.5,66.5,作业完成认真，值得表扬。,良好,良好
4636,422,5,第二学期,76.4,88.3,53.4,86.9,76.2,需要提高作业质量。,一般,优秀
4637,422,6,第二学期,79.8,63.2,60.5,99.7,75.8,课堂发言积极，思维活跃。,良好,优秀
4638,422,7,第一学期,86.7,71.1,99.0,82.8,84.9,课堂发言积极，思维活跃。,优秀,优秀
4639,422,8,第二学期,92.1,94.8,97.0,72.9,89.2,需要提高作业质量。,一般,优秀
4640,422,9,第二学期,96.2,80.1,86.7,78.1,85.3,课堂纪律良好，表现稳定。,良好,优秀
4641,422,10,第二学期,81.5,74.7,57.9,68.3,70.6,需要提高作业质量。,较差,良好
4642,422,13,第二学期,86.7,63.3,56.8,70.5,69.3,学习态度认真，成绩稳步提升。,优秀,良好
4643,423,1,第二学期,85.6,95.9,,60.3,82.7,学习进步明显，继续努力。,较差,一般
4644,423,2,第一学期,87.8,53.6,94.1,73.9,77.3,作业完成认真，值得表扬。,优秀,良好
4645,423,3,第二学期,95.5,91.5,94.8,63.0,86.2,,良好,优秀
4646,423,4,第二学期,88.0,,71.0,77.9,81.5,学习态度认真，成绩稳步提升。,优秀,良好
4647,423,5,第一学期,93.4,81.1,64.0,82.1,80.2,课堂发言积极，思维活跃。,良好,一般
4648,423,6,第二学期,96.7,34.3,82.9,65.7,69.9,课堂纪律良好，表现稳定。,良好,优秀
4649,423,7,第二学期,96.8,52.5,58.5,66.6,68.6,作业完成认真，值得表扬。,较差,优秀
4650,423,8,第一学期,73.6,88.8,,93.8,80.6,需要提高作业质量。,良好,优秀
4651,423,9,第一学期,95.0,55.6,,74.3,69.6,学习态度认真，成绩稳步提升。,一般,一般
4652,423,10,第一学期,88.6,47.7,68.1,82.9,71.8,课堂纪律良好，表现稳定。,较差,一般
4653,423,13,第一学期,99.5,35.7,95.9,73.7,76.2,学习进步明显，继续努力。,优秀,优秀
4654,424,1,第二学期,84.0,39.6,72.5,72.6,67.2,课堂纪律良好，表现稳定。,较差,一般
4655,424,2,第一学期,80.5,85.9,88.1,99.5,88.5,需要提高作业质量。,良好,一般
4656,424,3,第一学期,70.4,91.5,78.6,73.7,78.5,,较差,一般
4657,424,4,第一学期,97.3,46.6,84.1,83.2,77.8,作业完成认真，值得表扬。,良好,优秀
4658,424,5,第一学期,82.8,,82.7,68.8,71.0,作业完成认真，值得表扬。,较差,良好
4659,424,6,第一学期,97.0,,,66.2,66.2,作业完成认真，值得表扬。,良好,优秀
4660,424,7,第二学期,99.3,,92.6,67.7,79.6,课堂发言积极，思维活跃。,一般,一般
4661,424,8,第一学期,96.7,79.1,88.3,62.1,81.6,课堂纪律良好，表现稳定。,良好,优秀
4662,424,9,第一学期,99.4,48.8,79.5,99.6,81.8,作业完成认真，值得表扬。,较差,一般
4663,424,10,第一学期,78.1,77.4,50.2,73.2,69.7,学习进步明显，继续努力。,优秀,优秀
4664,424,13,第一学期,74.2,78.4,72.3,80.0,76.2,需要提高作业质量。,优秀,优秀
4665,425,1,第一学期,80.1,94.3,56.7,78.7,77.4,作业完成认真，值得表扬。,良好,优秀
4666,425,2,第二学期,84.8,31.0,87.0,74.7,69.4,需要提高作业质量。,较差,优秀
4667,425,3,第一学期,78.3,60.6,98.5,69.5,76.7,作业完成认真，值得表扬。,较差,优秀
4668,425,4,第二学期,77.6,43.1,,76.8,71.4,,良好,优秀
4669,425,5,第一学期,75.6,47.5,62.3,98.2,70.9,课堂表现良好，积极参与讨论。,较差,优秀
4670,425,6,第一学期,70.3,,62.7,86.6,72.4,,优秀,优秀
4671,425,7,第一学期,79.3,33.4,59.7,78.5,62.7,作业完成认真，值得表扬。,良好,良好
4672,425,8,第一学期,83.7,74.6,71.8,67.9,74.5,学习态度认真，成绩稳步提升。,良好,良好
4673,425,9,第一学期,85.8,66.3,53.3,67.9,68.3,课堂纪律良好，表现稳定。,较差,一般
4674,425,10,第二学期,76.9,94.1,65.5,97.3,83.5,作业完成认真，值得表扬。,优秀,一般
4675,425,13,第二学期,85.2,37.7,84.7,70.5,69.5,课堂表现良好，积极参与讨论。,良好,良好
4676,426,1,第二学期,84.6,,61.1,98.1,82.7,课堂表现良好，积极参与讨论。,较差,优秀
4677,426,2,第一学期,90.2,36.3,91.1,82.1,74.9,需要提高作业质量。,优秀,良好
4678,426,3,第二学期,98.3,56.9,88.2,84.7,82.0,课堂纪律良好，表现稳定。,优秀,优秀
4679,426,4,第二学期,77.4,85.9,76.2,86.7,81.5,课堂表现良好，积极参与讨论。,较差,一般
4680,426,5,第一学期,99.6,70.1,93.2,96.4,89.8,作业完成认真，值得表扬。,优秀,良好
4681,426,6,第一学期,87.0,90.5,52.7,94.8,81.2,需要提高作业质量。,良好,一般
4682,426,7,第二学期,70.4,99.4,83.9,74.8,82.1,课堂纪律良好，表现稳定。,良好,优秀
4683,426,8,第一学期,79.1,84.0,,79.2,73.1,需要提高作业质量。,良好,优秀
4684,426,9,第一学期,80.0,64.1,,64.8,75.1,课堂纪律良好，表现稳定。,一般,良好
4685,426,10,第二学期,76.8,57.5,87.9,76.0,74.6,,较差,良好
4686,426,13,第二学期,90.3,82.5,50.4,63.9,71.8,学习态度认真，成绩稳步提升。,一般,良好
4687,427,1,第二学期,83.3,56.2,75.9,70.7,71.5,课堂发言积极，思维活跃。,优秀,优秀
4688,427,2,第一学期,99.2,34.6,74.3,78.4,71.6,课堂发言积极，思维活跃。,优秀,优秀
4689,427,3,第一学期,82.0,54.3,51.7,75.1,65.8,课堂纪律良好，表现稳定。,较差,良好
4690,427,4,第二学期,91.9,95.6,97.9,85.0,92.6,课堂纪律良好，表现稳定。,良好,良好
4691,427,5,第二学期,79.5,58.5,54.3,92.8,71.3,需要加强课堂参与度。,一般,一般
4692,427,6,第一学期,93.3,74.4,53.7,76.4,74.4,课堂纪律良好，表现稳定。,一般,优秀
4693,427,7,第二学期,85.4,69.4,67.8,99.4,80.5,需要加强课堂参与度。,良好,优秀
4694,427,8,第二学期,92.8,82.8,65.8,72.2,78.4,学习进步明显，继续努力。,良好,优秀
4695,427,9,第一学期,89.6,45.6,98.0,80.1,78.3,学习进步明显，继续努力。,一般,良好
4696,427,10,第二学期,75.2,74.3,,66.4,70.0,学习进步明显，继续努力。,一般,良好
4697,427,13,第二学期,85.0,50.1,97.5,70.9,75.9,,良好,一般
4698,428,1,第一学期,86.5,45.7,91.6,63.3,71.8,需要加强课堂参与度。,良好,优秀
4699,428,2,第二学期,79.0,69.8,67.9,70.7,71.9,需要提高作业质量。,较差,良好
4700,428,3,第二学期,82.3,31.4,84.5,90.2,72.1,课堂表现良好，积极参与讨论。,优秀,优秀
4701,428,4,第二学期,74.7,,85.7,71.4,78.5,课堂纪律良好，表现稳定。,优秀,优秀
4702,428,5,第二学期,79.0,96.2,98.6,98.7,93.1,学习进步明显，继续努力。,良好,一般
4703,428,6,第一学期,83.1,34.6,67.1,98.5,70.8,课堂纪律良好，表现稳定。,一般,优秀
4704,428,7,第一学期,87.8,43.5,71.8,84.6,71.9,课堂表现良好，积极参与讨论。,一般,一般
4705,428,8,第一学期,73.2,65.4,54.3,66.3,64.8,需要加强课堂参与度。,一般,优秀
4706,428,9,第二学期,90.8,83.1,84.4,63.8,80.5,学习进步明显，继续努力。,优秀,优秀
4707,428,10,第二学期,76.7,69.4,71.2,98.6,79.0,需要加强课堂参与度。,良好,优秀
4708,428,13,第一学期,72.0,36.7,71.0,64.4,61.0,学习进步明显，继续努力。,一般,优秀
4709,429,1,第一学期,92.7,73.6,,91.2,86.9,作业完成认真，值得表扬。,良好,优秀
4710,429,2,第二学期,85.3,33.5,51.4,69.3,59.9,需要提高作业质量。,良好,优秀
4711,429,3,第一学期,90.7,57.2,56.1,91.6,73.9,学习态度认真，成绩稳步提升。,良好,一般
4712,429,4,第一学期,94.8,66.6,56.9,62.5,70.2,学习进步明显，继续努力。,较差,一般
4713,429,5,第一学期,86.9,54.4,57.2,61.1,64.9,学习进步明显，继续努力。,良好,良好
4714,429,6,第二学期,90.3,54.1,66.1,65.2,68.9,课堂表现良好，积极参与讨论。,一般,一般
4715,429,7,第一学期,83.5,70.7,64.3,96.8,78.8,作业完成认真，值得表扬。,良好,优秀
4716,429,8,第一学期,99.3,100.0,86.4,81.6,91.8,学习态度认真，成绩稳步提升。,优秀,优秀
4717,429,9,第二学期,89.7,94.9,69.8,85.3,84.9,课堂纪律良好，表现稳定。,良好,一般
4718,429,10,第一学期,70.2,97.6,76.3,60.8,76.2,课堂发言积极，思维活跃。,优秀,一般
4719,429,13,第一学期,85.0,50.6,85.9,65.5,71.8,需要提高作业质量。,良好,优秀
4720,430,1,第二学期,91.2,30.8,60.5,78.9,65.3,学习态度认真，成绩稳步提升。,一般,一般
4721,430,2,第二学期,83.2,91.1,72.7,74.6,80.4,需要提高作业质量。,一般,一般
4722,430,3,第二学期,97.4,49.7,76.1,67.8,72.8,作业完成认真，值得表扬。,优秀,良好
4723,430,4,第一学期,80.3,69.9,87.7,94.6,83.1,,良好,良好
4724,430,5,第一学期,91.4,,55.9,82.6,67.2,需要加强课堂参与度。,较差,优秀
4725,430,6,第一学期,80.5,61.8,59.6,72.1,68.5,课堂发言积极，思维活跃。,良好,优秀
4726,430,7,第二学期,97.5,97.6,87.0,75.4,89.4,课堂表现良好，积极参与讨论。,良好,一般
4727,430,8,第二学期,87.8,93.1,54.5,81.1,79.1,需要提高作业质量。,一般,良好
4728,430,9,第二学期,72.0,99.5,74.2,98.5,86.0,课堂纪律良好，表现稳定。,良好,一般
4729,430,10,第一学期,75.6,49.2,97.0,86.4,77.1,作业完成认真，值得表扬。,良好,优秀
4730,430,13,第一学期,71.4,41.5,68.4,76.7,64.5,课堂表现良好，积极参与讨论。,一般,优秀
4731,431,1,第一学期,93.7,69.5,56.1,70.0,72.3,,良好,良好
4732,431,2,第二学期,84.6,79.1,64.8,68.9,74.3,,良好,一般
4733,431,3,第一学期,71.7,38.7,68.5,63.0,60.5,作业完成认真，值得表扬。,一般,优秀
4734,431,4,第二学期,92.6,91.0,62.0,91.6,84.3,需要加强课堂参与度。,良好,优秀
4735,431,5,第一学期,73.4,70.3,57.3,62.5,65.9,需要加强课堂参与度。,良好,优秀
4736,431,6,第二学期,96.4,30.9,65.6,77.2,67.5,作业完成认真，值得表扬。,一般,一般
4737,431,7,第一学期,74.9,62.0,52.4,76.7,66.5,课堂发言积极，思维活跃。,良好,一般
4738,431,8,第一学期,88.2,66.2,94.9,77.9,81.8,,优秀,一般
4739,431,9,第一学期,89.3,43.3,94.0,95.5,80.5,需要提高作业质量。,较差,一般
4740,431,10,第二学期,98.8,92.9,61.7,65.6,79.8,学习态度认真，成绩稳步提升。,优秀,优秀
4741,431,13,第一学期,86.8,96.8,66.9,99.9,87.6,,良好,优秀
4742,432,1,第一学期,88.8,48.9,79.9,70.7,72.1,课堂纪律良好，表现稳定。,良好,优秀
4743,432,2,第二学期,75.0,64.6,93.9,64.9,74.6,需要提高作业质量。,较差,优秀
4744,432,3,第二学期,77.6,96.3,86.5,94.2,88.6,需要加强课堂参与度。,一般,优秀
4745,432,4,第二学期,81.0,67.3,92.4,84.5,81.3,课堂发言积极，思维活跃。,一般,优秀
4746,432,5,第一学期,96.7,89.0,97.8,72.3,89.0,需要提高作业质量。,良好,优秀
4747,432,6,第一学期,82.7,60.1,83.3,70.9,74.2,课堂纪律良好，表现稳定。,一般,一般
4748,432,7,第一学期,97.6,31.5,61.1,94.5,71.2,学习态度认真，成绩稳步提升。,良好,优秀
4749,432,8,第一学期,97.1,88.6,98.3,94.0,94.5,课堂表现良好，积极参与讨论。,良好,一般
4750,432,9,第一学期,83.3,84.8,56.6,98.7,80.8,课堂发言积极，思维活跃。,良好,优秀
4751,432,10,第二学期,89.8,31.1,92.1,65.8,69.7,课堂发言积极，思维活跃。,优秀,优秀
4752,432,13,第二学期,91.0,92.5,65.6,87.8,84.2,课堂纪律良好，表现稳定。,较差,一般
4753,433,1,第一学期,89.8,45.9,76.6,79.9,73.0,需要提高作业质量。,良好,优秀
4754,433,2,第一学期,71.2,84.3,67.4,86.4,77.3,课堂发言积极，思维活跃。,良好,良好
4755,433,3,第二学期,72.3,68.5,73.1,94.5,77.1,课堂表现良好，积极参与讨论。,较差,优秀
4756,433,4,第一学期,99.5,87.6,97.4,77.4,90.5,课堂发言积极，思维活跃。,良好,优秀
4757,433,5,第二学期,90.1,71.1,62.2,63.3,71.7,学习进步明显，继续努力。,良好,优秀
4758,433,6,第一学期,76.3,76.9,78.5,89.2,80.2,作业完成认真，值得表扬。,良好,优秀
4759,433,7,第二学期,91.8,94.8,75.4,95.6,89.4,学习态度认真，成绩稳步提升。,良好,良好
4760,433,8,第一学期,95.9,93.1,,62.3,84.5,需要加强课堂参与度。,优秀,良好
4761,433,9,第二学期,76.0,43.3,56.2,99.4,68.7,学习态度认真，成绩稳步提升。,较差,优秀
4762,433,10,第一学期,85.9,,78.3,97.7,82.0,学习态度认真，成绩稳步提升。,良好,优秀
4763,433,13,第一学期,72.5,35.7,66.6,62.4,59.3,作业完成认真，值得表扬。,优秀,一般
4764,434,1,第一学期,98.1,89.0,91.6,83.5,90.5,需要提高作业质量。,良好,优秀
4765,434,2,第一学期,99.1,86.9,97.1,89.6,93.2,课堂表现良好，积极参与讨论。,优秀,一般
4766,434,3,第二学期,95.5,60.8,52.2,93.3,75.5,课堂发言积极，思维活跃。,良好,一般
4767,434,4,第一学期,96.5,89.5,64.5,63.0,78.4,课堂发言积极，思维活跃。,良好,优秀
4768,434,5,第二学期,92.2,33.2,81.2,73.4,70.0,需要加强课堂参与度。,一般,良好
4769,434,6,第一学期,83.3,81.6,59.4,73.3,74.4,课堂表现良好，积极参与讨论。,一般,一般
4770,434,7,第二学期,91.4,54.8,86.9,68.4,75.4,,良好,优秀
4771,434,8,第二学期,78.7,50.7,70.3,78.6,69.6,学习进步明显，继续努力。,优秀,一般
4772,434,9,第二学期,87.4,57.3,82.1,78.1,76.2,,良好,一般
4773,434,10,第一学期,70.5,90.3,,84.0,76.3,需要提高作业质量。,较差,优秀
4774,434,13,第二学期,96.7,64.2,79.8,62.0,75.7,作业完成认真，值得表扬。,较差,优秀
4775,435,1,第二学期,92.3,79.6,83.4,62.8,79.5,课堂表现良好，积极参与讨论。,良好,良好
4776,435,2,第一学期,95.2,30.1,88.2,94.9,77.1,学习态度认真，成绩稳步提升。,一般,一般
4777,435,3,第二学期,82.0,,95.5,79.5,76.1,作业完成认真，值得表扬。,良好,一般
4778,435,4,第一学期,87.3,85.9,50.4,83.8,76.8,课堂纪律良好，表现稳定。,较差,一般
4779,435,5,第一学期,80.4,80.5,86.2,63.3,77.6,课堂纪律良好，表现稳定。,良好,一般
4780,435,6,第二学期,97.7,33.5,96.2,89.7,79.3,学习态度认真，成绩稳步提升。,优秀,良好
4781,435,7,第二学期,76.2,79.7,74.8,67.3,74.5,作业完成认真，值得表扬。,良好,优秀
4782,435,8,第一学期,96.7,70.6,83.6,89.4,85.1,需要加强课堂参与度。,良好,一般
4783,435,9,第二学期,84.7,70.1,80.2,76.6,77.9,学习态度认真，成绩稳步提升。,较差,良好
4784,435,10,第一学期,93.8,71.4,54.4,63.5,70.8,学习态度认真，成绩稳步提升。,良好,优秀
4785,435,13,第二学期,75.7,49.9,97.6,70.1,73.3,,一般,一般
4786,436,1,第一学期,80.0,72.3,69.5,98.0,80.0,需要提高作业质量。,良好,优秀
4787,436,2,第一学期,89.8,49.3,77.0,63.9,70.0,学习态度认真，成绩稳步提升。,良好,优秀
4788,436,3,第二学期,70.3,61.2,,97.9,76.4,课堂发言积极，思维活跃。,较差,优秀
4789,436,4,第二学期,87.1,40.0,69.5,64.9,65.4,作业完成认真，值得表扬。,优秀,优秀
4790,436,5,第二学期,95.9,85.3,53.5,92.7,81.8,课堂发言积极，思维活跃。,良好,一般
4791,436,6,第二学期,83.5,98.6,57.6,96.2,84.0,作业完成认真，值得表扬。,良好,优秀
4792,436,7,第二学期,73.3,46.3,71.1,98.2,72.2,作业完成认真，值得表扬。,良好,优秀
4793,436,8,第一学期,90.7,37.9,76.0,72.9,69.4,需要提高作业质量。,优秀,优秀
4794,436,9,第二学期,94.6,47.3,54.1,83.5,69.9,需要提高作业质量。,一般,一般
4795,436,10,第二学期,78.7,68.5,82.9,71.6,75.4,课堂表现良好，积极参与讨论。,良好,一般
4796,436,13,第一学期,72.3,,50.8,72.6,73.1,课堂发言积极，思维活跃。,一般,优秀
4797,437,1,第二学期,72.7,96.2,95.5,93.7,89.5,,优秀,一般
4798,437,2,第二学期,81.9,56.1,56.7,70.9,66.4,,优秀,优秀
4799,437,3,第二学期,87.7,46.1,,62.4,72.5,课堂纪律良好，表现稳定。,较差,一般
4800,437,4,第二学期,82.0,81.7,50.3,88.6,75.7,课堂纪律良好，表现稳定。,良好,一般
4801,437,5,第二学期,80.9,33.7,,94.0,69.4,需要加强课堂参与度。,较差,良好
4802,437,6,第二学期,90.5,57.3,,83.9,73.7,学习态度认真，成绩稳步提升。,较差,优秀
4803,437,7,第一学期,85.7,50.5,71.1,84.9,73.0,作业完成认真，值得表扬。,良好,良好
4804,437,8,第一学期,75.0,36.6,60.3,71.9,60.9,需要加强课堂参与度。,一般,优秀
4805,437,9,第二学期,75.0,33.3,61.8,66.2,59.1,课堂表现良好，积极参与讨论。,优秀,良好
4806,437,10,第二学期,75.1,49.2,,77.0,65.0,课堂发言积极，思维活跃。,良好,优秀
4807,437,13,第二学期,71.8,84.6,68.9,72.1,74.3,学习态度认真，成绩稳步提升。,良好,良好
4808,438,1,第二学期,77.5,85.9,80.9,65.5,77.5,学习进步明显，继续努力。,一般,一般
4809,438,2,第一学期,95.2,35.8,60.6,82.6,68.5,课堂纪律良好，表现稳定。,较差,优秀
4810,438,3,第二学期,86.4,33.6,96.3,64.5,70.2,作业完成认真，值得表扬。,较差,良好
4811,438,4,第二学期,98.6,64.0,91.9,95.2,87.4,学习进步明显，继续努力。,良好,良好
4812,438,5,第二学期,90.3,65.9,95.7,72.9,81.2,学习态度认真，成绩稳步提升。,优秀,一般
4813,438,6,第一学期,83.7,90.9,78.7,97.3,87.7,需要提高作业质量。,优秀,良好
4814,438,7,第二学期,79.9,98.0,,62.3,79.2,课堂表现良好，积极参与讨论。,良好,一般
4815,438,8,第二学期,85.2,50.2,86.9,67.4,72.4,课堂纪律良好，表现稳定。,良好,优秀
4816,438,9,第二学期,93.8,69.9,,66.0,76.5,学习进步明显，继续努力。,较差,一般
4817,438,10,第一学期,89.8,50.4,70.5,84.7,73.8,课堂表现良好，积极参与讨论。,优秀,优秀
4818,438,13,第一学期,94.4,91.3,58.2,89.1,83.2,课堂纪律良好，表现稳定。,优秀,良好
4819,439,1,第一学期,97.8,98.8,64.5,69.1,82.6,课堂纪律良好，表现稳定。,良好,良好
4820,439,2,第一学期,86.9,98.7,77.3,91.5,88.6,学习态度认真，成绩稳步提升。,较差,一般
4821,439,3,第二学期,97.8,73.0,93.7,94.1,89.7,学习态度认真，成绩稳步提升。,良好,一般
4822,439,4,第二学期,96.0,99.8,86.7,69.2,87.9,需要加强课堂参与度。,一般,一般
4823,439,5,第二学期,89.4,38.6,71.0,96.3,73.8,需要提高作业质量。,良好,优秀
4824,439,6,第一学期,78.0,57.3,69.6,90.8,73.9,需要提高作业质量。,较差,一般
