grade_id,student_id,course_id,semester,academic_year,midterm_score,final_score,usual_score,total_score,grade_level,ranking,teacher_id
3933,395,10,第一学期,2023-2024,45.6,91.5,59.6,65.6,及格,109.0,3
3934,395,5,第一学期,2024-2025,84.0,79.0,57.8,73.6,中等,117.0,3
3935,395,3,第二学期,2023-2024,62.8,49.8,79.7,64.1,及格,113.0,3
3936,395,9,第一学期,2023-2024,54.2,51.1,87.1,64.1,及格,355.0,3
3937,396,8,第一学期,2023-2024,45.9,76.4,92.9,71.7,中等,472.0,3
3938,396,12,第一学期,2023-2024,76.6,73.5,85.7,78.6,中等,214.0,3
3939,396,5,第二学期,2024-2025,49.8,48.3,95.5,64.5,及格,306.0,3
3940,396,3,第二学期,2024-2025,66.8,81.9,53.4,67.4,及格,31.0,3
3941,396,13,第一学期,2024-2025,51.0,85.8,74.9,70.6,中等,241.0,3
3942,396,1,第二学期,2023-2024,78.0,61.9,57.8,65.9,及格,448.0,3
3943,396,10,第二学期,2024-2025,58.1,81.6,99.3,79.7,中等,29.0,3
3944,396,7,第二学期,2024-2025,80.7,65.9,50.7,65.8,及格,38.0,3
3945,396,11,第二学期,2023-2024,59.9,60.7,60.1,60.2,及格,462.0,3
3946,396,6,第一学期,2024-2025,68.8,95.0,79.3,81.0,良好,294.0,3
3947,396,2,第一学期,2024-2025,59.4,60.7,60.6,60.2,及格,180.0,3
3948,397,5,第一学期,2023-2024,62.2,50.5,99.0,70.6,中等,269.0,3
3949,397,2,第二学期,2024-2025,55.1,69.0,78.4,67.5,及格,199.0,3
3950,397,8,第一学期,2024-2025,94.9,68.8,59.6,74.4,中等,263.0,3
3951,397,1,第二学期,2023-2024,53.9,48.8,95.7,66.1,,67.0,3
3952,397,10,第二学期,2023-2024,64.1,,69.0,65.3,及格,334.0,3
3953,397,6,第二学期,2024-2025,47.2,,58.4,60.6,及格,182.0,3
3954,397,12,第一学期,2024-2025,84.1,79.9,79.1,81.0,良好,25.0,3
3955,397,4,第二学期,2024-2025,59.7,52.3,69.6,60.5,及格,469.0,3
3956,397,9,第二学期,2023-2024,49.3,90.1,94.5,78.0,中等,206.0,3
3957,397,11,第一学期,2023-2024,56.2,84.4,83.5,74.7,中等,161.0,3
3958,397,13,第一学期,2023-2024,90.5,64.0,64.3,72.9,中等,28.0,3
3959,398,3,第一学期,2023-2024,54.8,75.8,65.6,65.4,及格,336.0,3
3960,398,6,第二学期,2024-2025,55.9,59.8,98.9,71.5,中等,355.0,3
3961,398,11,第一学期,2024-2025,84.4,91.1,,90.5,,427.0,3
3962,398,5,第二学期,2023-2024,96.3,67.4,89.4,84.4,良好,333.0,3
3963,398,8,第二学期,2023-2024,78.6,76.1,79.4,78.0,中等,52.0,3
3964,398,13,第一学期,2024-2025,76.3,65.9,75.7,72.6,中等,216.0,3
3965,398,12,第一学期,2023-2024,55.9,70.5,52.2,59.5,不及格,157.0,3
3966,398,7,第二学期,2024-2025,64.1,73.9,65.3,67.8,,478.0,3
3967,399,13,第二学期,2024-2025,91.1,63.9,58.7,71.2,中等,415.0,3
3968,399,11,第二学期,2023-2024,95.4,85.0,63.0,81.1,良好,229.0,3
3969,399,10,第二学期,2024-2025,67.1,76.5,58.2,67.3,及格,84.0,3
3970,399,8,第二学期,2024-2025,74.4,85.3,65.6,75.1,中等,144.0,3
3971,399,7,第二学期,2024-2025,51.2,54.9,66.0,57.4,不及格,287.0,3
3972,399,2,第一学期,2023-2024,90.3,80.8,81.4,84.2,良好,213.0,3
3973,399,6,第一学期,2024-2025,88.1,53.8,72.7,71.5,中等,314.0,3
3974,399,9,第二学期,2023-2024,55.9,85.5,95.6,79.0,中等,39.0,3
3975,399,4,第一学期,2023-2024,46.4,52.2,70.2,56.3,不及格,119.0,3
3976,399,1,第一学期,2023-2024,54.9,62.0,95.4,70.8,中等,453.0,3
3977,399,3,第二学期,2023-2024,59.4,53.8,64.3,59.2,不及格,442.0,3
3978,399,12,第二学期,2023-2024,51.8,94.4,53.4,66.5,及格,51.0,3
3979,400,13,第二学期,2023-2024,95.5,76.8,84.5,85.6,良好,56.0,3
3980,400,5,第一学期,2023-2024,48.1,,78.1,69.8,及格,209.0,3
3981,400,8,第一学期,2024-2025,77.4,60.4,86.8,74.9,中等,324.0,3
3982,400,12,第二学期,2024-2025,,85.2,87.6,75.4,中等,491.0,3
3983,400,9,第二学期,2024-2025,65.7,83.7,68.4,72.6,中等,250.0,3
3984,400,10,第二学期,2023-2024,88.6,70.2,62.1,73.6,中等,296.0,3
3985,400,4,第一学期,2023-2024,89.4,82.4,100.0,90.6,优秀,,3
3986,400,3,第二学期,2023-2024,59.4,79.3,54.1,64.3,及格,161.0,3
3987,401,12,第二学期,2024-2025,69.0,76.7,64.2,70.0,中等,456.0,3
3988,401,10,第二学期,2023-2024,77.5,79.6,88.5,81.9,良好,86.0,3
3989,401,4,第一学期,2023-2024,75.6,59.9,77.7,71.1,中等,126.0,3
3990,401,5,第二学期,2024-2025,68.0,45.3,91.5,68.3,及格,188.0,3
3991,401,7,第一学期,2023-2024,57.4,64.3,72.2,64.6,及格,,3
3992,401,11,第一学期,2024-2025,45.5,72.0,60.8,59.4,不及格,354.0,3
3993,401,13,第二学期,2023-2024,93.2,75.7,79.4,82.8,良好,244.0,3
3994,401,9,第二学期,2024-2025,85.2,46.5,57.6,63.1,,186.0,3
3995,402,13,第一学期,2024-2025,87.5,94.8,98.1,93.5,优秀,483.0,3
3996,402,2,第二学期,2024-2025,64.2,65.6,55.0,61.6,及格,166.0,3
3997,402,3,第一学期,2023-2024,61.6,86.9,67.5,72.0,,367.0,3
3998,402,12,第一学期,2023-2024,51.3,73.3,74.9,66.5,及格,65.0,3
3999,402,4,第一学期,2024-2025,51.7,61.4,82.5,65.2,及格,149.0,3
4000,402,1,第二学期,2023-2024,74.2,,94.9,80.3,良好,352.0,3
4001,402,9,第二学期,2024-2025,85.8,95.8,53.6,78.4,中等,249.0,3
4002,402,5,第一学期,2024-2025,48.7,74.2,95.4,72.8,中等,79.0,3
4003,403,4,第二学期,2024-2025,45.1,87.2,59.6,64.0,及格,23.0,3
4004,403,12,第一学期,2024-2025,65.3,91.0,59.5,71.9,中等,252.0,3
4005,403,3,第一学期,2023-2024,47.4,54.8,64.0,55.4,不及格,429.0,3
4006,403,1,第二学期,2024-2025,58.6,94.4,51.5,68.2,及格,494.0,3
4007,403,13,第一学期,2023-2024,57.9,80.4,,77.3,中等,14.0,3
4008,403,7,第二学期,2024-2025,75.4,83.3,54.8,71.2,中等,262.0,3
4009,403,9,第一学期,2024-2025,63.1,78.0,79.3,73.5,中等,408.0,3
4010,403,5,第一学期,2024-2025,87.9,87.2,90.2,88.4,良好,168.0,3
4011,403,8,第一学期,2024-2025,89.8,95.1,85.2,90.0,优秀,171.0,3
4012,404,3,第二学期,2024-2025,74.9,54.9,63.9,64.6,及格,383.0,3
4013,404,9,第一学期,2024-2025,74.5,54.9,99.6,76.3,中等,78.0,3
4014,404,6,第一学期,2024-2025,52.5,95.0,91.6,79.7,中等,370.0,3
4015,404,8,第二学期,2023-2024,90.1,88.9,73.9,84.3,良好,324.0,3
4016,404,1,第一学期,2024-2025,97.5,47.8,82.3,75.9,中等,296.0,3
4017,404,5,第二学期,2024-2025,69.5,61.3,89.4,73.4,中等,194.0,3
4018,404,11,第一学期,2024-2025,,92.1,86.1,76.1,中等,171.0,3
4019,404,2,第二学期,2023-2024,62.6,72.3,77.6,70.8,,253.0,3
4020,404,13,第二学期,2024-2025,65.1,89.3,67.9,74.1,中等,230.0,3
4021,405,11,第一学期,2023-2024,47.5,97.1,51.0,65.2,,414.0,3
4022,405,5,第二学期,2023-2024,60.1,69.4,76.8,68.8,及格,285.0,3
4023,405,3,第二学期,2023-2024,70.2,97.4,89.6,85.7,良好,218.0,3
4024,405,7,第一学期,2023-2024,80.1,74.2,90.6,81.6,良好,,3
4025,405,12,第一学期,2023-2024,57.8,66.1,57.8,60.6,及格,380.0,3
4026,405,1,第二学期,2024-2025,77.1,91.0,88.0,85.4,良好,68.0,3
4027,405,4,第二学期,2024-2025,96.0,59.1,89.8,81.6,良好,356.0,3
4028,405,10,第二学期,2023-2024,53.3,96.7,60.2,70.1,中等,486.0,3
4029,405,8,第一学期,2023-2024,85.4,72.5,,72.1,中等,401.0,3
4030,405,13,第二学期,2023-2024,65.4,46.8,66.7,59.6,不及格,101.0,3
4031,405,9,第一学期,2024-2025,46.3,62.8,65.6,58.2,不及格,80.0,3
4032,405,6,第一学期,2023-2024,95.6,61.9,80.2,79.2,中等,12.0,3
4033,406,2,第一学期,2023-2024,75.1,67.8,52.3,65.1,及格,85.0,3
4034,406,13,第二学期,2023-2024,,61.8,82.3,79.1,中等,313.0,3
4035,406,10,第一学期,2023-2024,90.7,84.2,85.0,86.6,良好,37.0,3
4036,406,3,第一学期,2024-2025,,76.2,69.0,68.4,及格,478.0,3
4037,406,12,第二学期,2023-2024,68.8,66.0,75.6,70.1,中等,478.0,3
4038,406,5,第一学期,2023-2024,85.8,92.8,77.1,85.2,,496.0,3
4039,406,7,第一学期,2024-2025,94.8,77.3,,75.7,中等,259.0,3
4040,406,11,第二学期,2024-2025,51.3,80.0,70.6,67.3,及格,71.0,3
4041,406,4,第一学期,2023-2024,86.5,,50.7,63.6,及格,,3
4042,406,6,第一学期,2023-2024,50.1,52.2,87.6,63.3,及格,118.0,3
4043,407,12,第一学期,2024-2025,63.4,75.9,96.6,78.6,中等,242.0,3
4044,407,13,第一学期,2023-2024,64.8,65.0,86.8,72.2,中等,411.0,3
4045,407,4,第一学期,2023-2024,50.4,65.8,89.5,68.6,及格,,3
4046,407,5,第一学期,2023-2024,71.1,70.9,56.3,66.1,及格,164.0,3
4047,407,9,第一学期,2024-2025,59.0,50.0,60.5,56.5,不及格,163.0,3
4048,407,6,第一学期,2023-2024,64.5,62.4,97.1,74.7,中等,369.0,3
4049,407,11,第一学期,2023-2024,75.1,75.1,87.0,79.1,中等,273.0,3
4050,407,1,第二学期,2024-2025,,81.0,52.9,70.5,中等,1.0,3
4051,407,2,第一学期,2024-2025,71.4,63.0,67.0,67.1,及格,404.0,3
4052,407,10,第一学期,2023-2024,67.4,50.0,,66.7,及格,369.0,3
4053,408,5,第二学期,2023-2024,49.0,91.3,91.3,77.2,中等,292.0,3
4054,408,1,第二学期,2023-2024,76.5,96.2,87.4,86.7,良好,210.0,3
4055,408,6,第二学期,2023-2024,90.0,51.0,83.3,74.8,中等,210.0,3
4056,408,12,第二学期,2023-2024,85.0,80.6,70.1,78.6,中等,497.0,3
4057,408,2,第一学期,2023-2024,74.8,91.8,70.3,79.0,中等,260.0,3
4058,408,4,第一学期,2023-2024,86.7,73.9,96.3,85.6,良好,155.0,3
4059,408,11,第二学期,2024-2025,71.8,68.9,88.2,76.3,中等,299.0,3
4060,408,9,第二学期,2024-2025,84.8,56.3,78.2,73.1,中等,18.0,3
4061,408,7,第一学期,2024-2025,91.9,69.8,,82.7,良好,203.0,3
4062,408,10,第一学期,2023-2024,49.7,72.4,,58.8,不及格,431.0,3
4063,408,8,第二学期,2023-2024,56.8,91.1,65.7,71.2,中等,330.0,3
4064,409,5,第一学期,2023-2024,74.0,79.6,62.8,72.1,中等,154.0,3
4065,409,4,第一学期,2023-2024,52.9,61.2,96.4,70.2,中等,365.0,3
4066,409,1,第一学期,2024-2025,49.7,85.0,85.3,73.3,中等,73.0,3
4067,409,7,第一学期,2023-2024,96.6,63.3,77.9,79.3,中等,89.0,3
4068,409,6,第一学期,2023-2024,58.9,97.0,73.5,76.5,中等,210.0,3
4069,409,8,第二学期,2023-2024,54.3,62.9,57.0,58.1,不及格,168.0,3
4070,409,3,第一学期,2023-2024,57.3,,72.4,73.4,中等,435.0,3
4071,409,10,第二学期,2024-2025,86.2,87.9,52.6,75.6,中等,82.0,3
4072,409,13,第二学期,2024-2025,63.4,64.3,96.3,74.7,中等,262.0,3
4073,410,4,第一学期,2023-2024,80.8,,67.3,81.6,良好,291.0,3
4074,410,8,第二学期,2024-2025,85.9,84.4,82.1,84.1,良好,56.0,3
4075,410,2,第一学期,2024-2025,56.1,61.1,56.5,57.9,不及格,28.0,3
4076,410,3,第二学期,2023-2024,92.2,59.2,82.7,78.0,中等,219.0,3
4077,410,1,第二学期,2023-2024,79.8,45.2,,73.5,中等,160.0,3
4078,410,7,第二学期,2024-2025,82.8,61.2,93.7,79.2,中等,375.0,3
4079,410,11,第二学期,2023-2024,70.2,56.3,72.7,66.4,及格,159.0,3
4080,410,9,第二学期,2024-2025,51.3,58.2,,68.0,及格,402.0,3
4081,410,13,第二学期,2024-2025,64.3,68.4,95.5,76.1,中等,386.0,3
4082,410,10,第二学期,2023-2024,91.6,88.6,99.9,93.4,优秀,360.0,3
4083,410,12,第二学期,2024-2025,61.3,66.2,91.9,73.1,中等,363.0,3
4084,411,12,第二学期,2024-2025,96.7,87.1,80.4,88.1,良好,361.0,3
4085,411,2,第一学期,2024-2025,65.2,62.2,85.6,71.0,中等,478.0,3
4086,411,11,第二学期,2023-2024,80.3,55.0,52.5,62.6,及格,198.0,3
4087,411,8,第一学期,2024-2025,75.6,59.9,59.3,64.9,及格,253.0,3
4088,411,4,第二学期,2024-2025,97.2,59.4,90.4,82.3,良好,31.0,3
4089,411,7,第二学期,2024-2025,92.9,82.6,77.4,84.3,良好,56.0,3
4090,411,10,第二学期,2024-2025,59.7,79.3,94.9,78.0,中等,486.0,3
4091,411,5,第一学期,2023-2024,54.7,74.6,73.3,67.5,及格,207.0,3
4092,411,13,第一学期,2024-2025,55.9,58.5,98.8,71.1,中等,200.0,3
4093,412,8,第二学期,2024-2025,79.7,83.7,86.9,83.4,良好,459.0,3
4094,412,10,第一学期,2023-2024,89.4,54.3,72.3,72.0,中等,401.0,3
4095,412,11,第一学期,2024-2025,76.8,86.5,51.6,71.6,中等,258.0,3
4096,412,5,第一学期,2024-2025,75.8,79.8,99.1,84.9,良好,317.0,3
4097,412,6,第二学期,2023-2024,78.9,48.6,67.1,64.9,及格,427.0,3
4098,412,3,第一学期,2023-2024,,57.9,65.3,72.5,中等,144.0,3
4099,412,2,第二学期,2024-2025,52.4,59.2,85.9,65.8,及格,402.0,3
4100,412,13,第二学期,2024-2025,96.1,88.7,89.5,91.4,优秀,476.0,3
4101,412,1,第一学期,2024-2025,57.2,68.1,73.0,66.1,及格,391.0,3
4102,412,4,第二学期,2023-2024,53.1,72.0,64.8,63.3,及格,363.0,3
4103,413,5,第一学期,2023-2024,73.9,47.4,73.8,65.0,及格,33.0,3
4104,413,2,第二学期,2024-2025,79.2,74.3,67.2,73.6,中等,,3
4105,413,1,第二学期,2023-2024,53.1,81.6,,61.6,及格,380.0,3
4106,413,8,第二学期,2024-2025,63.8,57.2,97.5,72.8,中等,427.0,3
4107,413,12,第一学期,2024-2025,84.5,53.7,78.3,72.2,中等,360.0,3
4108,413,9,第一学期,2023-2024,69.8,58.3,78.3,68.8,及格,272.0,3
4109,413,4,第二学期,2024-2025,61.0,60.5,90.6,70.7,中等,187.0,3
4110,413,11,第一学期,2023-2024,80.4,79.6,54.9,71.6,,192.0,3
4111,413,6,第二学期,2023-2024,92.4,85.2,76.8,84.8,良好,73.0,3
4112,413,3,第二学期,2023-2024,72.3,57.1,50.6,60.0,及格,296.0,3
4113,413,10,第二学期,2023-2024,72.1,52.4,56.1,60.2,及格,378.0,3
4114,413,7,第二学期,2023-2024,88.2,58.0,85.4,77.2,中等,45.0,3
4115,414,13,第二学期,2024-2025,48.9,64.7,,70.6,,228.0,3
4116,414,12,第二学期,2024-2025,61.0,84.4,63.9,69.8,及格,30.0,3
4117,414,1,第二学期,2024-2025,67.2,55.4,92.5,71.7,中等,186.0,3
4118,414,10,第二学期,2024-2025,80.5,54.0,65.6,66.7,及格,418.0,3
4119,414,9,第一学期,2024-2025,45.1,80.9,54.7,60.2,及格,331.0,3
4120,414,4,第一学期,2024-2025,73.6,75.6,96.9,82.0,良好,136.0,3
4121,414,3,第二学期,2024-2025,,61.3,,66.1,及格,22.0,3
4122,414,5,第一学期,2023-2024,62.5,91.3,71.4,75.1,中等,29.0,3
4123,414,7,第二学期,2023-2024,97.9,77.5,77.0,84.1,良好,174.0,3
4124,414,2,第二学期,2024-2025,62.1,88.1,68.3,72.8,中等,,3
4125,414,6,第一学期,2024-2025,91.2,86.4,74.4,84.0,良好,,3
4126,415,1,第二学期,2023-2024,50.9,65.0,58.5,58.1,不及格,123.0,3
4127,415,12,第一学期,2024-2025,93.1,76.2,93.8,87.7,良好,301.0,3
4128,415,6,第一学期,2023-2024,84.3,48.1,86.4,72.9,中等,172.0,3
4129,415,4,第一学期,2024-2025,56.4,92.9,90.2,79.8,中等,257.0,3
4130,415,7,第一学期,2024-2025,82.3,47.2,79.6,69.7,及格,166.0,3
4131,415,9,第一学期,2023-2024,57.9,95.2,80.9,78.0,中等,265.0,3
4132,415,5,第二学期,2024-2025,67.0,57.6,87.7,70.8,,111.0,3
4133,415,2,第二学期,2023-2024,71.6,58.2,97.3,75.7,中等,466.0,3
4134,416,8,第二学期,2024-2025,69.4,95.3,92.3,85.7,良好,177.0,3
4135,416,2,第一学期,2023-2024,79.3,62.7,56.2,66.1,及格,357.0,3
4136,416,10,第一学期,2024-2025,59.6,72.7,71.4,67.9,及格,384.0,3
4137,416,9,第二学期,2023-2024,94.8,55.5,87.5,79.3,,74.0,3
4138,416,6,第一学期,2023-2024,59.5,79.8,75.6,71.6,中等,466.0,3
4139,416,12,第二学期,2023-2024,60.6,54.5,82.5,65.9,及格,300.0,3
4140,416,4,第二学期,2024-2025,59.4,79.1,92.8,77.1,中等,,3
4141,416,7,第一学期,2023-2024,50.2,54.7,77.5,60.8,及格,318.0,3
4142,416,5,第二学期,2023-2024,95.5,69.6,74.8,80.0,良好,46.0,3
4143,417,4,第一学期,2023-2024,54.0,55.2,52.5,53.9,不及格,443.0,3
4144,417,5,第二学期,2023-2024,81.0,75.1,95.8,84.0,良好,228.0,3
4145,417,8,第二学期,2024-2025,77.0,64.6,80.5,74.0,中等,2.0,3
4146,417,7,第二学期,2024-2025,49.0,47.5,50.4,49.0,不及格,259.0,3
4147,417,11,第二学期,2024-2025,70.6,89.6,73.0,77.7,中等,202.0,3
4148,417,2,第二学期,2023-2024,86.8,86.2,61.8,78.3,中等,402.0,3
4149,417,10,第一学期,2023-2024,76.1,82.7,75.2,78.0,中等,,3
4150,417,3,第二学期,2023-2024,85.2,86.8,71.3,81.1,良好,429.0,3
4151,417,12,第一学期,2023-2024,63.7,63.0,83.3,70.0,中等,159.0,3
4152,417,13,第一学期,2024-2025,90.3,82.6,98.7,90.5,优秀,69.0,3
4153,417,1,第一学期,2024-2025,88.1,57.0,62.1,69.1,及格,242.0,3
4154,418,7,第二学期,2024-2025,64.6,82.7,80.4,75.9,中等,8.0,3
4155,418,12,第二学期,2023-2024,56.3,94.7,51.1,67.4,及格,187.0,3
4156,418,1,第二学期,2024-2025,72.1,89.3,52.1,71.2,中等,57.0,3
4157,418,8,第二学期,2023-2024,81.1,,91.0,85.5,良好,438.0,3
4158,418,4,第二学期,2023-2024,,77.6,78.8,84.5,良好,314.0,3
4159,418,3,第二学期,2023-2024,78.2,48.8,99.6,75.5,中等,54.0,3
4160,418,9,第二学期,2023-2024,49.9,88.6,62.4,67.0,及格,77.0,3
4161,418,10,第二学期,2024-2025,63.7,90.6,77.5,77.3,中等,348.0,3
4162,418,6,第二学期,2024-2025,82.7,89.3,68.1,80.0,良好,49.0,3
4163,418,13,第二学期,2023-2024,58.6,68.1,88.6,71.8,中等,126.0,3
4164,418,5,第一学期,2023-2024,49.9,74.8,69.7,64.8,及格,110.0,3
4165,419,11,第二学期,2024-2025,53.3,97.4,66.7,72.5,中等,286.0,3
4166,419,10,第一学期,2023-2024,49.2,51.5,59.5,53.4,不及格,133.0,3
4167,419,13,第二学期,2024-2025,50.9,95.0,53.0,66.3,及格,410.0,3
4168,419,7,第一学期,2023-2024,88.7,72.6,73.0,78.1,,138.0,3
4169,419,5,第一学期,2023-2024,86.5,48.9,88.9,74.8,中等,266.0,3
4170,419,12,第一学期,2024-2025,83.3,87.1,84.0,84.8,良好,281.0,3
4171,419,8,第一学期,2023-2024,55.3,47.4,87.9,63.5,及格,88.0,3
4172,419,9,第一学期,2023-2024,74.4,77.1,89.1,80.2,良好,485.0,3
4173,419,2,第二学期,2023-2024,63.3,51.5,62.0,58.9,不及格,339.0,3
4174,419,3,第一学期,2023-2024,63.1,53.4,,67.8,及格,500.0,3
4175,419,1,第一学期,2023-2024,63.2,87.9,64.4,71.8,中等,427.0,3
4176,419,6,第二学期,2023-2024,65.7,47.3,78.2,63.7,及格,458.0,3
4177,420,9,第一学期,2024-2025,66.7,76.3,59.9,67.6,及格,368.0,3
4178,420,1,第一学期,2024-2025,63.4,59.6,79.6,67.5,及格,298.0,3
4179,420,7,第一学期,2023-2024,72.9,95.7,66.0,78.2,中等,78.0,3
4180,420,2,第二学期,2023-2024,78.0,70.5,87.4,78.6,中等,409.0,3
4181,420,5,第一学期,2023-2024,,61.4,,69.3,及格,442.0,3
4182,420,10,第二学期,2023-2024,56.4,92.4,55.2,68.0,及格,117.0,3
4183,420,8,第二学期,2023-2024,60.8,95.5,95.6,84.0,良好,12.0,3
4184,420,4,第一学期,2024-2025,52.5,84.0,64.3,66.9,及格,22.0,3
4185,420,3,第二学期,2024-2025,86.8,77.8,69.2,77.9,中等,133.0,3
4186,420,12,第一学期,2024-2025,61.5,85.2,76.0,74.2,中等,122.0,3
4187,421,11,第二学期,2023-2024,97.6,80.3,73.2,83.7,良好,174.0,3
4188,421,4,第一学期,2023-2024,79.5,65.3,64.1,69.6,及格,305.0,3
4189,421,1,第二学期,2023-2024,48.3,83.6,52.2,61.4,及格,216.0,3
4190,421,7,第二学期,2024-2025,81.1,76.0,67.4,74.8,中等,406.0,3
4191,421,6,第一学期,2023-2024,84.5,74.5,76.7,78.6,中等,113.0,3
4192,421,2,第一学期,2024-2025,59.7,,98.4,79.4,中等,,3
4193,421,12,第一学期,2023-2024,90.5,86.6,64.6,80.6,良好,446.0,3
4194,421,3,第一学期,2023-2024,61.1,60.5,81.8,67.8,及格,301.0,3
4195,422,1,第二学期,2023-2024,92.2,94.7,82.4,89.8,良好,372.0,3
4196,422,9,第一学期,2024-2025,45.4,53.7,64.3,54.5,不及格,72.0,3
4197,422,2,第一学期,2024-2025,91.5,96.4,59.5,82.5,良好,179.0,3
4198,422,10,第二学期,2023-2024,,81.6,95.3,89.7,良好,45.0,3
4199,422,8,第二学期,2024-2025,45.1,,51.0,62.4,及格,,3
4200,422,11,第二学期,2024-2025,92.0,60.6,97.9,83.5,良好,179.0,3
4201,422,3,第二学期,2023-2024,96.4,78.9,93.4,89.6,良好,272.0,3
4202,422,13,第一学期,2024-2025,79.2,89.1,60.4,76.2,中等,460.0,3
4203,422,5,第二学期,2023-2024,52.8,66.3,92.8,70.6,中等,427.0,3
4204,422,12,第二学期,2024-2025,,85.3,72.5,77.8,中等,308.0,3
4205,422,4,第二学期,2024-2025,97.0,73.7,68.4,79.7,中等,462.0,3
4206,423,5,第二学期,2023-2024,94.5,86.9,89.5,90.3,优秀,450.0,3
4207,423,10,第一学期,2024-2025,65.6,92.9,54.5,71.0,中等,203.0,3
4208,423,9,第二学期,2023-2024,95.1,62.6,60.6,72.8,中等,38.0,3
4209,423,3,第二学期,2023-2024,63.8,83.3,84.5,77.2,中等,332.0,3
4210,423,13,第二学期,2024-2025,71.7,45.7,56.5,58.0,不及格,82.0,3
4211,423,7,第二学期,2023-2024,78.7,85.2,66.0,76.6,,231.0,3
4212,423,11,第一学期,2023-2024,80.8,62.0,74.4,72.4,中等,347.0,3
4213,423,8,第一学期,2024-2025,88.3,47.0,83.0,72.8,中等,485.0,3
4214,423,4,第一学期,2023-2024,95.1,76.7,74.8,82.2,良好,58.0,3
4215,424,1,第一学期,2024-2025,88.5,91.1,56.7,78.8,中等,469.0,3
4216,424,10,第一学期,2024-2025,81.6,91.8,85.7,86.4,良好,63.0,3
4217,424,2,第一学期,2024-2025,82.3,76.3,73.2,77.3,中等,26.0,3
4218,424,3,第一学期,2023-2024,67.2,46.7,78.5,64.1,及格,158.0,3
4219,424,5,第一学期,2023-2024,97.9,74.6,58.5,77.0,中等,,3
4220,424,9,第二学期,2023-2024,63.9,77.4,75.3,72.2,中等,27.0,3
4221,424,6,第二学期,2023-2024,81.8,64.1,65.2,70.4,中等,385.0,3
4222,424,11,第二学期,2023-2024,70.8,87.0,53.9,70.6,中等,107.0,3
4223,425,9,第二学期,2023-2024,69.8,55.4,50.6,58.6,不及格,80.0,3
4224,425,13,第一学期,2023-2024,68.4,53.0,70.3,63.9,及格,418.0,3
4225,425,12,第一学期,2024-2025,69.6,92.7,86.5,82.9,良好,340.0,3
4226,425,3,第二学期,2024-2025,53.7,56.3,73.8,61.3,及格,370.0,3
4227,425,4,第二学期,2024-2025,90.4,59.0,61.4,70.3,中等,175.0,3
4228,425,8,第一学期,2023-2024,52.3,93.4,85.1,76.9,中等,260.0,3
4229,425,7,第一学期,2024-2025,54.0,,97.2,70.4,中等,414.0,3
4230,425,6,第二学期,2023-2024,83.3,86.4,65.8,78.5,中等,313.0,3
4231,425,2,第一学期,2023-2024,60.7,66.2,99.7,75.5,中等,202.0,3
4232,425,10,第二学期,2024-2025,46.4,57.5,79.6,61.2,及格,274.0,3
4233,426,5,第二学期,2023-2024,89.4,73.2,71.9,78.2,中等,16.0,3
4234,426,13,第一学期,2023-2024,68.9,48.0,89.2,68.7,及格,41.0,3
4235,426,4,第二学期,2024-2025,83.7,81.3,78.5,81.2,良好,73.0,3
4236,426,11,第二学期,2024-2025,85.6,,94.1,76.4,中等,477.0,3
4237,426,2,第一学期,2024-2025,76.6,61.3,85.9,74.6,中等,347.0,3
4238,426,8,第二学期,2023-2024,86.7,65.9,55.8,69.5,及格,43.0,3
4239,426,1,第一学期,2023-2024,61.3,92.5,87.7,80.5,良好,437.0,3
4240,426,7,第二学期,2023-2024,86.0,81.9,85.1,84.3,良好,20.0,3
4241,426,3,第二学期,2023-2024,65.4,59.4,76.6,67.1,及格,92.0,3
4242,426,9,第二学期,2024-2025,52.0,74.3,53.8,60.0,,370.0,3
4243,426,6,第二学期,2024-2025,48.7,96.3,72.9,72.6,中等,,3
4244,427,7,第二学期,2023-2024,82.2,53.6,83.7,73.2,中等,344.0,3
4245,427,12,第二学期,2023-2024,46.4,87.6,66.0,66.7,及格,259.0,3
4246,427,3,第二学期,2024-2025,,62.5,91.9,67.8,及格,421.0,3
4247,427,11,第二学期,2023-2024,54.9,84.1,69.5,69.5,,251.0,3
4248,427,9,第二学期,2024-2025,62.5,84.2,92.4,79.7,中等,352.0,3
4249,427,10,第一学期,2023-2024,65.9,52.2,85.8,68.0,及格,125.0,3
4250,427,1,第一学期,2023-2024,64.5,49.9,60.4,58.3,不及格,378.0,3
4251,427,2,第二学期,2023-2024,75.9,93.6,60.9,76.8,,183.0,3
4252,427,5,第一学期,2024-2025,84.3,86.6,79.5,83.5,良好,434.0,3
4253,427,6,第二学期,2024-2025,64.2,69.2,99.0,77.5,中等,306.0,3
4254,427,13,第二学期,2024-2025,55.8,72.4,78.0,68.7,及格,301.0,3
4255,428,4,第二学期,2024-2025,91.2,78.9,80.7,83.6,良好,266.0,3
4256,428,8,第一学期,2023-2024,89.2,81.4,65.3,78.6,中等,30.0,3
4257,428,10,第二学期,2023-2024,59.5,97.4,56.4,71.1,中等,344.0,3
4258,428,13,第一学期,2024-2025,54.5,62.1,87.3,68.0,及格,37.0,3
4259,428,2,第二学期,2024-2025,,63.3,61.7,64.7,及格,422.0,3
4260,428,11,第一学期,2023-2024,82.1,89.0,54.6,75.2,中等,138.0,3
